Hour,Minute,Traffic,Sources,UDP,TCP
1,4,3267748,92159,148064,3034087
1,5,3230671,91388,147395,3001850
1,6,3413117,91560,147374,3182433
1,7,1951729,91363,144395,1723813
1,8,1893777,92684,148873,1661904
1,9,1913833,92516,149468,1680045
1,10,1947672,92115,150182,1710127
1,11,1900102,91360,152408,1663849
1,12,1902671,91268,149392,1672491
1,13,1919018,91790,150087,1685860
1,14,1909428,92657,149339,1680682
1,15,1902985,93728,151515,1671045
1,16,1888649,93325,154587,1651287
1,17,1875121,94093,160937,1631230
1,18,1907572,94806,163523,1655993
1,19,1963434,94450,166076,1696596
1,20,2013094,95436,163060,1747745
1,21,1896208,95675,166346,1636651
1,22,1738941,96350,169190,1478613
1,23,1712330,95586,165203,1449914
1,24,1767733,97071,169576,1507995
1,25,1757523,97466,168390,1501962
1,26,1712433,98263,168039,1461766
1,27,1719956,98579,170910,1464097
1,28,1734748,99227,171960,1477980
1,29,1734321,100433,175557,1473050
1,30,1709112,100336,176968,1449895
1,31,1645613,99899,174562,1395432
1,32,1659274,100240,174129,1410992
1,33,1662988,99859,173975,1413329
1,34,1670729,101000,175104,1418084
1,35,1663082,100590,174180,1409727
1,36,1659283,99896,170396,1409102
1,37,1689807,99670,169654,1438755
1,38,1663877,98846,169542,1409494
1,39,1656357,98084,164572,1408209
1,40,1655039,97515,161380,1405068
1,41,1664631,95193,150056,1420912
1,42,1645426,93239,138841,1418749
1,43,1708992,92110,133096,1490003
1,44,1736132,91314,128422,1514766
1,45,1719903,89417,120663,1510790
1,46,1708801,87718,114626,1510049
1,47,1697469,85486,107658,1506940
1,48,1698388,84124,106441,1509257
1,49,1683996,83098,99954,1494068
1,50,1684922,82949,97235,1496560
1,51,1651261,82890,91714,1480049
1,52,1641023,82719,88297,1476430
1,53,1637724,84274,88214,1469826
1,54,1623124,84278,90351,1456870
1,55,1609191,84371,88906,1444059
1,56,1645949,84432,89113,1476602
1,57,2424430,84689,89611,2249527
1,58,2924080,84359,89590,2754533
1,59,2897297,84298,88223,2732201
2,0,2933127,84629,89303,2768180
2,1,2921491,83791,87195,2757511
2,2,2970745,83426,87360,2806833
2,3,3071709,82974,87517,2905799
2,4,3017563,83225,89815,2849870
2,5,2985919,82751,90376,2815574
2,6,2963800,82743,90403,2791117
2,7,2932811,82940,89309,2764077
2,8,2959062,82760,88458,2793732
2,9,2542667,82814,89920,2377360
2,10,2166483,82720,90080,2002911
2,11,2212939,83681,92128,2045216
2,12,2183189,82641,89424,2019110
2,13,2382084,82080,87766,2217761
2,14,2259343,82858,87614,2097504
2,15,2280129,82583,88285,2119872
2,16,2265676,83215,85549,2105340
2,17,2230544,82153,87477,2069561
2,18,2231055,82348,89077,2068389
2,19,1995240,82740,87416,1834677
2,20,1632479,82534,86938,1476111
2,21,1624126,82792,85519,1469174
2,22,1594416,82038,85685,1435212
2,23,1565512,83327,86772,1397682
2,24,1609627,82932,89119,1441075
2,25,1680470,82901,86334,1518300
2,26,1782770,83172,88597,1618164
2,27,1678581,83316,86577,1516085
2,28,1614964,83646,88272,1449941
2,29,1598375,83284,88914,1434741
2,30,1654906,83725,88167,1492760
2,31,1698622,83496,88674,1529747
2,32,1665214,83719,89259,1492912
2,33,1640057,83308,88688,1469514
2,34,1688594,83741,88744,1520155
2,35,1693946,83746,88635,1526542
2,36,1621774,83117,88522,1454699
2,37,2154595,83207,87207,1991660
2,38,3021595,82177,86667,2859952
2,39,3006592,82540,85838,2845384
2,40,3003277,83346,87457,2843057
2,41,3072410,82581,87784,2914811
2,42,3020000,82731,86438,2859727
2,43,3051554,83106,86135,2888441
2,44,3049983,83270,88107,2885177
2,45,3025787,82545,86922,2863744
2,46,2456207,83211,86578,2296164
2,47,2085709,82719,88704,1922856
2,48,2114325,83118,88750,1950160
2,49,2713471,82746,86571,2554353
2,50,3090284,83361,85900,2928817
2,51,1987675,82498,85278,1826055
2,52,1953479,83688,88750,1779358
2,53,1919212,83378,87833,1743724
2,54,1945144,83102,86451,1770756
2,55,1968031,83068,88194,1785075
2,56,1957269,82664,87150,1772854
2,57,1925355,83061,86212,1758409
2,58,1681486,83495,87679,1513132
2,59,1673781,81830,88182,1506143
3,0,1688406,82322,87407,1517277
3,1,1684048,82994,89325,1511078
3,2,1610772,82609,86125,1438870
3,3,1594004,83352,87423,1406876
3,4,1580553,82857,86837,1393931
3,5,1587463,82412,85279,1388629
3,6,1583877,82472,88301,1375414
3,7,1561926,82827,84184,1359746
3,8,1559213,83283,86030,1350137
3,9,1572800,83017,85568,1364337
3,10,1578098,83285,85574,1368554
3,11,1597840,82689,87341,1389455
3,12,1631759,82903,89369,1419775
3,13,1650911,83001,91138,1445536
3,14,1623069,82520,88680,1438656
3,15,1626651,82460,90986,1441154
3,16,1654252,82554,86565,1459643
3,17,1689122,82150,85646,1476895
3,18,1709071,81967,85850,1506676
3,19,2281249,81498,84287,2080980
3,20,2328508,80956,83779,2163205
3,21,2285779,82516,86474,2127089
3,22,2299199,81693,90301,2136336
3,23,2325508,80384,143073,2110526
3,24,2354631,81580,155624,2094023
3,25,2715240,81988,514092,2118364
3,26,2744788,82326,538760,2133491
3,27,3803180,82421,535880,3192637
3,28,3740450,82704,531581,3135285
3,29,2668308,82964,477182,2117916
3,30,2682343,82456,479188,2125923
3,31,2709038,82247,479100,2153105
3,32,2647403,82115,479584,2062316
3,33,2667125,81799,477396,2095323
3,34,2639017,81097,478099,2081179
3,35,2679679,81675,477772,2126174
3,36,2638619,82190,479324,2084325
3,37,2660320,81689,478927,2109213
3,38,2777274,81971,476877,2225207
3,39,2748556,81361,476852,2193291
3,40,2697420,81358,476934,2141024
3,41,2725818,81962,477470,2160476
3,42,2651798,81049,473593,2095997
3,43,3672823,80908,471929,3120358
3,44,3665311,81299,472537,3105130
3,45,3366026,82076,473475,2802997
3,46,3398871,82085,470059,2839719
3,47,3295287,82154,472963,2736041
3,48,3397794,82535,472370,2843008
3,49,3474014,82160,474028,2917517
3,50,3493416,81240,473071,2937187
3,51,3369443,81641,474587,2816531
3,52,3325874,81436,474990,2769279
3,53,3133494,80858,476843,2570449
3,54,3157858,80832,474775,2568469
3,55,3344892,80911,479336,2748038
3,56,2829739,80538,475037,2241018
3,57,2087392,80485,476249,1500570
3,58,2058749,80579,475397,1473176
3,59,2109554,79942,475776,1504427
4,0,2066728,79048,476123,1479264
4,1,2077174,79232,473266,1489548
4,2,2130636,79267,470146,1537335
4,3,2140036,79340,473972,1541377
4,4,2121208,79232,472454,1532040
4,5,2108628,79241,470055,1548079
4,6,2092934,79069,471543,1529394
4,7,1984802,80889,374272,1521302
4,8,1712497,81737,84643,1535705
4,9,1708310,81202,83002,1536690
4,10,1688739,80768,82857,1504342
4,11,1708373,80847,82506,1523181
4,12,1659976,81213,84136,1486137
4,13,1652977,81553,86063,1482283
4,14,1943898,81217,82124,1776779
4,15,2142121,81240,83058,1970195
4,16,1668910,81274,81363,1499892
4,17,1682307,81431,83650,1511058
4,18,1705368,80990,83930,1532391
4,19,1650488,80134,81564,1483286
4,20,1684760,80269,82444,1521165
4,21,1702171,80263,82712,1537383
4,22,1705605,80972,82494,1541471
4,23,1716710,81618,83042,1551652
4,24,1704850,81548,82707,1540490
4,25,1689246,81929,84066,1519047
4,26,1699792,81999,83774,1528117
4,27,1709300,82675,85186,1531688
4,28,1703031,82683,84294,1526288
4,29,1678562,82071,84135,1506110
4,30,1668358,81754,82511,1500074
4,31,1681165,82026,83092,1508414
4,32,1684449,82424,83955,1508064
4,33,1646195,82292,82725,1470926
4,34,1636896,82545,83234,1457662
4,35,1646229,81746,82210,1467088
4,36,1674310,81335,80897,1502307
4,37,1668704,81640,82901,1496139
4,38,1676221,81117,82101,1504999
4,39,1676225,81102,82090,1509386
4,40,1695992,81387,84621,1524956
4,41,1704269,81039,82198,1529489
4,42,1705384,81437,80731,1532608
4,43,1681917,81196,82317,1509327
4,44,1668974,80908,82371,1497065
4,45,2589657,81437,81456,2420998
4,46,3029024,81682,82508,2857403
4,47,3029646,81648,82348,2850410
4,48,3024831,82869,83638,2846346
4,49,3043271,82532,87402,2861158
4,50,2994062,82739,84721,2816372
4,51,2980160,82495,83952,2803751
4,52,2983399,82565,85310,2810707
4,53,3001976,82497,85091,2834394
4,54,2983150,83267,83563,2819096
4,55,2991952,83095,85172,2823554
4,56,3027422,84292,85625,2844361
4,57,2936143,84850,85743,2728900
4,58,1670509,85804,87350,1485113
4,59,1744919,85754,87340,1567316
5,0,1725369,84535,86229,1545119
5,1,1706765,86181,86288,1524057
5,2,1692243,86024,86883,1503474
5,3,1718418,86750,86894,1511280
5,4,1725755,86818,86366,1528105
5,5,1696184,86160,87341,1515265
5,6,1713881,86570,86725,1525887
5,7,1722327,85974,87882,1537425
5,8,1734014,86172,84905,1556997
5,9,1689114,86560,86366,1505912
5,10,1721793,86714,87274,1540903
5,11,1692136,86814,85321,1513528
5,12,1689854,87166,86414,1506604
5,13,1681815,87395,85517,1499465
5,14,1688242,86724,85045,1510689
5,15,1756575,87778,85559,1572177
5,16,1665493,87461,86803,1486785
5,17,1658428,87759,85602,1477270
5,18,1661333,87951,87565,1477825
5,19,1721641,87532,86791,1542371
5,20,1679174,87575,95242,1491723
5,21,1681800,87170,95645,1490935
5,22,1669293,87522,99825,1479985
5,23,1756490,87399,94769,1571944
5,24,1765897,87248,95412,1581917
5,25,1791267,87472,94479,1604465
5,26,1817926,87650,94413,1629007
5,27,1811047,86891,95417,1627982
5,28,1819450,87393,96691,1633432
5,29,1824679,87850,95496,1636940
5,30,1759280,87297,87585,1585179
5,31,1714973,87194,85815,1542308
5,32,1670207,86903,86681,1497582
5,33,1566577,87295,85122,1390915
5,34,1612152,86858,84772,1423855
5,35,1602269,87467,83491,1414593
5,36,1593110,87537,84001,1408371
5,37,1606124,87689,85176,1419560
5,38,1616923,88199,85607,1433966
5,39,1629026,87683,86001,1445752
5,40,1600380,87340,85083,1421487
5,41,1624466,87282,83942,1450259
5,42,1642335,87644,81918,1471184
5,43,1655352,87510,85070,1485329
5,44,1610079,88039,86324,1433217
5,45,1618694,88193,86968,1431168
5,46,1617949,87891,84742,1433627
5,47,1618850,88910,85882,1439715
5,48,1598238,89257,85222,1418927
5,49,1604830,89318,86341,1415120
5,50,1615680,88847,87207,1427563
5,51,1616428,89017,86615,1435581
5,52,1601290,88618,85750,1421897
5,53,1621712,89231,86478,1438346
5,54,1605646,89319,87706,1425806
5,55,1595140,88915,84676,1421469
5,56,1576315,89116,86321,1404236
5,57,1571745,89401,86481,1403233
5,58,1618296,90192,89187,1446157
5,59,1606274,89770,86318,1396174
6,0,1561065,90181,85850,1368364
6,1,1573211,90619,87128,1388288
6,2,1568011,90439,88734,1380389
6,3,1604676,90324,88575,1412599
6,4,1577783,90064,88426,1383217
6,5,1608951,90618,87024,1406721
6,6,1617647,90781,85353,1430512
6,7,1591791,90891,79968,1415899
6,8,1552142,90391,76701,1377672
6,9,1549516,90829,77505,1371717
6,10,1543499,91483,75444,1371113
6,11,1560694,91360,76115,1395155
6,12,1568586,91314,78295,1404694
6,13,1586482,91162,77968,1424279
6,14,1550040,91534,77092,1388549
6,15,1535699,91646,77869,1370618
6,16,1541255,92143,76606,1378542
6,17,1557542,92736,79007,1393933
6,18,1564818,92383,78728,1400731
6,19,1532232,92135,78551,1370651
6,20,1551284,92163,79160,1381334
6,21,1576260,93096,77402,1406180
6,22,1589869,92618,76445,1423666
6,23,1605068,92983,77501,1434614
6,24,1625895,93350,77317,1451891
6,25,1614246,93441,77269,1440079
6,26,1609435,93434,77581,1441973
6,27,1611028,93774,79017,1447418
6,28,1594227,93670,77615,1430257
6,29,1595189,93876,76774,1427888
6,30,1556070,94616,77039,1392160
6,31,1559927,94385,78277,1396295
6,32,1577645,94449,77899,1415750
6,33,1619334,94626,80972,1455250
6,34,1643338,95886,80381,1482108
6,35,1621046,95509,78993,1465258
6,36,1615854,95288,80772,1459613
6,37,1619935,95606,78757,1465582
6,38,1618759,95490,76755,1466229
6,39,1604251,95052,78622,1448978
6,40,1608043,94867,78193,1450137
6,41,1626973,95269,79391,1466182
6,42,1604378,94816,77822,1448229
6,43,1614575,95514,80242,1456368
6,44,1637846,94917,78816,1480444
6,45,1622125,94909,79073,1462481
6,46,1621271,95000,79082,1454670
6,47,1625113,95648,79860,1453509
6,48,1684524,95652,80738,1461507
6,49,1686394,95061,79542,1469227
6,50,1675593,95479,80869,1458935
6,51,1673260,95283,78688,1464747
6,52,1677983,96067,81028,1490150
6,53,1630507,98480,81722,1467700
6,54,1638874,100368,84410,1473284
6,55,1721735,102375,86700,1552783
6,56,1748857,103767,87847,1580873
6,57,1701616,104385,88868,1535908
6,58,1653560,104231,86383,1489107
6,59,1696925,104609,90522,1529227
7,0,1661699,104633,88719,1494058
7,1,1655305,104146,85510,1481005
7,2,1694288,104882,90114,1501453
7,3,1670447,105007,85378,1483467
7,4,1658857,105519,89172,1473420
7,5,1655853,105568,85868,1479792
7,6,1693717,106145,90969,1512445
7,7,1698231,105993,94297,1518590
7,8,1647645,105792,93582,1472187
7,9,1632674,105179,95252,1455601
7,10,1618779,105062,88094,1449686
7,11,1621347,106301,93007,1448022
7,12,1625267,106556,89031,1454708
7,13,1621642,105888,86447,1455094
7,14,1654287,105522,87411,1487138
7,15,1690626,104707,86705,1523937
7,16,1682002,105852,85679,1515010
7,17,1682633,106708,86977,1510744
7,18,2201395,107229,91123,2025816
7,19,2844370,106992,87958,2661482
7,20,2844374,107678,89768,2631031
7,21,2803846,108138,90245,2597132
7,22,2938608,108151,90558,2733102
7,23,3013772,107925,90332,2801680
7,24,3017422,107928,89575,2824361
7,25,3016984,108072,91228,2828438
7,26,2966135,107844,92576,2776571
7,27,2942445,108101,90523,2760173
7,28,2971155,108298,91693,2791653
7,29,2983898,107964,93937,2805438
7,30,2928252,108354,92389,2754093
7,31,2952333,106361,92239,2778471
7,32,2865642,106555,91617,2692749
7,33,2293003,107535,92253,2120275
7,34,1697672,108022,91428,1526083
7,35,1712938,107746,91803,1540810
7,36,1727891,107432,89453,1557925
7,37,1740887,106869,92475,1569358
7,38,1730702,107372,90573,1561469
7,39,1744373,106846,90314,1575962
7,40,1733959,106602,87738,1567300
7,41,1743434,107170,88794,1577527
7,42,1717112,106519,91738,1551122
7,43,1710596,107118,89962,1547172
7,44,1716981,107867,90218,1553372
7,45,1737386,106491,95536,1567996
7,46,1707250,107103,100160,1533365
7,47,1710017,106748,98514,1538315
7,48,1745068,107055,98655,1571269
7,49,1749557,108047,96584,1578898
7,50,1790290,107255,94863,1621441
7,51,1879153,107424,91044,1714540
7,52,1859948,107859,91474,1694887
7,53,1838885,107439,88809,1677095
7,54,1882467,108340,90820,1718413
7,55,1917152,108912,95209,1749746
7,56,1873756,107714,90397,1710030
7,57,1870560,107931,89722,1707803
7,58,1864761,108002,92491,1699484
7,59,1764493,108108,88687,1603407
8,0,1626812,106905,90155,1464453
8,1,1622586,107668,89432,1459689
8,2,1633279,107609,90171,1471123
8,3,1649183,106781,88533,1488267
8,4,1744888,108489,89682,1583564
8,5,1771473,107532,91905,1607935
8,6,1745839,107192,89672,1583454
8,7,1748360,108335,89570,1586406
8,8,1740555,108022,89499,1579061
8,9,1766354,107865,90942,1604015
8,10,1752354,107149,91022,1588517
8,11,1741633,107387,97946,1572082
8,12,1739725,107158,97070,1570986
8,13,1747566,106755,96791,1578143
8,14,1815302,107595,95275,1647557
8,15,1754725,106715,96517,1585827
8,16,1804968,107112,97331,1635279
8,17,1746983,108091,96631,1579405
8,18,1830016,107457,92333,1665407
8,19,1757886,107564,90569,1594061
8,20,1765015,107219,88484,1603081
8,21,1807664,107807,87769,1646524
8,22,1843072,107750,88598,1681283
8,23,1854166,107206,91123,1689497
8,24,2221748,108149,89694,2059004
8,25,2476794,108635,89121,2314661
8,26,2438741,108422,89669,2275634
8,27,2402496,108443,88810,2240243
8,28,2430590,109725,91990,2265790
8,29,2473893,109567,90408,2311725
8,30,2522341,108207,88407,2361679
8,31,2543399,108858,88899,2382242
8,32,2537442,108903,88592,2375611
8,33,2168650,108989,90890,2003558
8,34,2059689,108856,88319,1895935
8,35,2396364,108724,88608,2228896
8,36,2605418,109369,90009,2426815
8,37,2631379,108814,88330,2453526
8,38,2583186,108531,88108,2411053
8,39,2732148,108747,88613,2562862
8,40,2685439,108322,87818,2519208
8,41,2691821,107626,86797,2525371
8,42,2584536,108169,87762,2401611
8,43,2569889,108311,87256,2400707
8,44,2627358,108387,87995,2454500
8,45,2655010,107787,88426,2465475
8,46,2574140,107713,89499,2397200
8,47,2632148,107373,86593,2458886
8,48,2566554,107698,87483,2394932
8,49,2499820,108434,87720,2327491
8,50,1809274,107387,84873,1636117
8,51,1769283,106676,88191,1604645
8,52,1743115,107941,87183,1581835
8,53,1763537,108244,88886,1600643
8,54,1788706,107203,88822,1624150
8,55,1821181,106928,86118,1662151
8,56,1788840,106952,87033,1628588
8,57,1794043,107330,88732,1632449
8,58,1791862,107660,89213,1629607
8,59,1815549,108526,88618,1654182
9,0,1799625,107994,91534,1636043
9,1,1792468,107498,87223,1632400
9,2,1771156,107630,85677,1613738
9,3,1759511,107647,89058,1597980
9,4,1759679,108419,87101,1600005
9,5,1750810,110271,91896,1586862
9,6,1740477,110357,87738,1580131
9,7,1753989,109429,91215,1589513
9,8,1739694,109482,90031,1576621
9,9,1756028,109901,85253,1594641
9,10,1751306,110798,86397,1588105
9,11,1789062,110127,87367,1628339
9,12,1709188,110959,87586,1543095
9,13,1713543,111611,87802,1529712
9,14,1725896,111433,91548,1553677
9,15,1725318,111836,92079,1553441
9,16,1747296,111084,91842,1579461
9,17,1718838,111344,88964,1554737
9,18,1746219,111198,90619,1580142
9,19,1743946,110453,89553,1579628
9,20,1719583,111214,89752,1554868
9,21,1728252,110489,90255,1564147
9,22,1695773,111488,91022,1529856
9,23,1679965,111023,88799,1515471
9,24,1689821,111346,90549,1525862
9,25,1706470,111736,91726,1541865
9,26,1702525,111600,89067,1539400
9,27,1693741,112079,90342,1527731
9,28,1696420,112251,91093,1530116
9,29,1724560,112636,92435,1555681
9,30,1797733,112185,89332,1632894
9,31,1761546,112024,91479,1594026
9,32,1750704,112557,89451,1582922
9,33,1778745,112205,91097,1612157
9,34,1772811,113696,89744,1606703
9,35,1776146,113850,91716,1608329
9,36,1812521,113318,93199,1643338
9,37,1816777,112742,94595,1643280
9,38,1855451,112784,152497,1632332
9,39,1869727,111764,153987,1645390
9,40,1874586,112242,155133,1645150
9,41,1905949,111942,154426,1647686
9,42,1971409,111514,153310,1715027
9,43,1981617,112245,106518,1805320
9,44,1929728,112385,90255,1769602
9,45,1873595,113674,92034,1711494
9,46,1906335,113654,89908,1744931
9,47,1975037,114166,94150,1811083
9,48,1811722,114300,91219,1649991
9,49,1827761,114579,93961,1663094
9,50,1813650,115484,93317,1650306
9,51,1777614,114403,92258,1615825
9,52,1763355,113789,92083,1601701
9,53,1791915,114118,90598,1631024
9,54,1759717,114854,93058,1595973
9,55,1735335,114383,93316,1572218
9,56,1748856,114393,92670,1585802
9,57,1726151,114933,91455,1563961
9,58,1716233,114546,91647,1553157
9,59,1711474,114690,91017,1550103
10,0,1738259,114055,91256,1577753
10,1,1716858,113558,90023,1554304
10,2,1699244,113915,93046,1536901
10,3,1700875,115838,94580,1535816
10,4,1692103,115947,94442,1527486
10,5,1682860,115876,93282,1518348
10,6,1711961,116608,94451,1544758
10,7,1686634,115628,90438,1525086
10,8,1683153,115141,90677,1521166
10,9,1684479,114625,92995,1513917
10,10,1713000,114630,89886,1545984
10,11,1737115,115547,91470,1568875
10,12,1805734,116446,92536,1636190
10,13,1792000,118077,93875,1621729
10,14,1785923,116370,92817,1616380
10,15,1867131,117160,90904,1698972
10,16,1912512,117286,91930,1745411
10,17,1878508,117199,90121,1712620
10,18,1777665,117328,93066,1608392
10,19,1761456,118286,93301,1591623
10,20,1770960,117142,92516,1602605
10,21,1780885,116761,93565,1611136
10,22,1764922,115861,89781,1599375
10,23,1811340,116383,89031,1646105
10,24,1743138,116823,93419,1574217
10,25,1745690,116614,89667,1580206
10,26,1764929,116870,92197,1596925
10,27,1759499,116740,93578,1588824
10,28,1723665,117555,91475,1554399
10,29,1751818,117846,91198,1575781
10,30,1766891,117178,91123,1590318
10,31,1746001,117496,90440,1569602
10,32,1733235,116623,93146,1554969
10,33,1745907,116644,92054,1568197
10,34,1716374,118438,92075,1540494
10,35,1718813,118445,91543,1542412
10,36,1739539,118948,92778,1564733
10,37,1758616,119073,92171,1582995
10,38,1773538,119093,96217,1593719
10,39,1778503,118871,94516,1600703
10,40,1783759,118860,92817,1608060
10,41,1796311,119070,89490,1625395
10,42,1984913,120355,92573,1809838
10,43,1995229,118705,91527,1818674
10,44,1919023,118823,92049,1729401
10,45,1922469,119139,90293,1720040
10,46,1926727,119533,92182,1698168
10,47,1935550,119270,91247,1714985
10,48,1897563,120782,92818,1686341
10,49,1820775,120651,92629,1595406
10,50,1875954,120396,92591,1660200
10,51,1875998,121787,93117,1676157
10,52,1835412,121491,94855,1635381
10,53,1840331,121030,92811,1645789
10,54,1851957,121274,93116,1648360
10,55,1879967,120678,90308,1668715
10,56,1856441,120680,90716,1656683
10,57,1887885,120597,92843,1670424
10,58,1892772,122009,91755,1640294
10,59,1917266,122193,93902,1668777
11,0,1836891,121443,94339,1593620
11,1,1868081,121652,94724,1626630
11,2,1905403,122683,97665,1663660
11,3,1884487,123112,96713,1645387
11,4,1947832,121820,95777,1674204
11,5,1961088,122578,94007,1667073
11,6,1981108,122042,96055,1685239
11,7,1924398,122600,97872,1599841
11,8,1953153,123010,96766,1628193
11,9,1940386,122619,104660,1623641
11,10,1995679,122743,101274,1679817
11,11,1905057,122748,99295,1606059
11,12,4164183,119596,89246,3904850
11,13,6727742,116527,79275,6496872
11,14,6707263,117496,81186,6476741
11,15,2975489,120842,89592,2725754
11,16,1921425,122526,94076,1666126
11,17,1913739,123649,96255,1673066
11,18,1856206,124519,97188,1623910
11,19,1806267,123506,95408,1577003
11,20,1817619,123338,94441,1590119
11,21,1791745,123493,94915,1564800
11,22,1834832,124275,94634,1611095
11,23,1791848,124088,95755,1566773
11,24,1775887,123557,94424,1571937
11,25,1848639,124535,96002,1612188
11,26,1829698,125752,99292,1596785
11,27,1841134,125367,97304,1606781
11,28,1819098,124366,95650,1590000
11,29,1814351,123652,97463,1580545
11,30,1830729,124232,97047,1600868
11,31,1871455,125255,98881,1639371
11,32,1864048,125333,97185,1628843
11,33,1858569,124594,97128,1619775
11,34,1835415,124646,94419,1595044
11,35,1820255,125493,96472,1614047
11,36,1782978,126012,96369,1592194
11,37,1804216,126109,98420,1611971
11,38,1800689,126243,96048,1611692
11,39,1849618,125278,95786,1657812
11,40,1853459,125221,96219,1661315
11,41,1805123,123939,93354,1618284
11,42,1803278,125072,95318,1616317
11,43,1832529,124607,96109,1643915
11,44,1853026,125919,96591,1671137
11,45,1823957,125329,96083,1635392
11,46,1805464,125943,98814,1613479
11,47,1806202,124542,94744,1621729
11,48,1788817,124418,93481,1608573
11,49,1778211,124453,93659,1597711
11,50,1756511,126239,93482,1578989
11,51,1802589,125759,96197,1614473
11,52,1808464,126125,95559,1622045
11,53,1784390,125491,94701,1596769
11,54,1817680,125565,95307,1629766
11,55,1797050,125780,94650,1611711
11,56,1786823,125648,96517,1603046
11,57,1777413,125837,99363,1586230
11,58,1784747,125969,96315,1596736
11,59,1775100,126238,96454,1585990
12,0,1751866,125443,94617,1569034
12,1,1734822,124892,94918,1549032
12,2,1745965,125078,94535,1565889
12,3,1768280,125731,94518,1582972
12,4,1759193,126180,94052,1572120
12,5,1762136,126330,93924,1575488
12,6,1751008,126339,93921,1563631
12,7,1775084,126048,97283,1585395
12,8,1758785,125710,95275,1575158
12,9,1770420,127325,94994,1578613
12,10,1781970,126160,93881,1592918
12,11,1778882,126316,93802,1590178
12,12,1792989,125853,95372,1597139
12,13,1772258,125566,93903,1580107
12,14,1760246,125640,92535,1577044
12,15,1803752,125774,94432,1616029
12,16,1823329,126092,95840,1631862
12,17,1799488,125964,97193,1596229
12,18,1843861,126190,94124,1630163
12,19,1885566,127639,97413,1666761
12,20,1903838,127311,99699,1690052
12,21,1890164,126988,96730,1679849
12,22,1875325,127407,99831,1668515
12,23,1883862,127765,99901,1666766
12,24,1896062,128006,99592,1692567
12,25,1879218,127958,97881,1682893
12,26,1884679,127043,95380,1691996
12,27,1905750,127099,94286,1715955
12,28,1909016,127132,97460,1712065
12,29,1894553,127083,96389,1695602
12,30,1871196,127660,95657,1674071
12,31,1887401,126539,97126,1687840
12,32,1853376,126571,97913,1653162
12,33,1864967,127615,97537,1666137
12,34,1874761,127387,97147,1669787
12,35,1911737,125802,96897,1696324
12,36,1925588,127408,97321,1712921
12,37,1961533,127924,98825,1747320
12,38,2295179,126353,95694,2083333
12,39,2581832,128484,97848,2373529
12,40,2562080,127572,97175,2367547
12,41,2543002,127476,99842,2345747
12,42,2475949,126668,96731,2280674
12,43,2502191,126383,96501,2308980
12,44,2531580,127112,97555,2337359
12,45,2535253,126666,96473,2345702
12,46,2463852,126411,97610,2268091
12,47,2497327,127050,96864,2304084
12,48,2524867,126427,95624,2328522
12,49,2524678,126506,96374,2327774
12,50,2599837,126511,96112,2402697
12,51,2708911,127950,99506,2517209
12,52,2569448,128659,99871,2372394
12,53,2634195,128386,100657,2433453
