Hour,Minute,Traffic,Sources,UDP,TCP
13,11,1907595,135853,102973,1760897
13,12,1912220,135929,100061,1768470
13,13,1905192,136425,98521,1763462
13,14,1889800,135701,101339,1745516
13,15,1999973,134520,97856,1858642
13,16,1887795,134835,101734,1742192
13,17,2053605,134808,100002,1910015
13,18,1956224,135201,100146,1813147
13,19,1915020,135417,100424,1770983
13,20,1875333,136343,102004,1729739
13,21,1884632,137244,101291,1738921
13,22,1898080,137076,104987,1749833
13,23,1872688,136066,99811,1730167
13,24,1995121,135412,98276,1853600
13,25,1887219,135558,100388,1743231
13,26,1912225,136075,100894,1765975
13,27,1929858,134957,98116,1787272
13,28,1335410,134851,101094,1188449
13,29,1208719,134929,100076,1063137
13,30,1125146,134745,97545,982572
13,31,1239793,136344,98846,1095587
13,32,1142460,135578,96782,1000453
13,33,1278190,134542,98252,1132915
13,34,1328775,134738,97392,1180697
13,35,1260850,134289,99137,1110759
13,36,1272036,136528,99080,1122717
13,37,1280305,136794,101227,1128921
13,38,1247566,137008,97864,1098745
13,39,1327615,136475,97781,1181114
13,40,1269449,136112,99293,1119574
13,41,1368526,137590,101406,1217000
13,42,1293394,136558,99649,1143404
13,43,1272930,136919,102391,1119707
13,44,1339012,135098,97582,1188705
13,45,1306533,134812,97864,1160478
13,46,1302210,135577,97490,1151535
13,47,1305337,136246,105002,1152128
13,48,1272204,134979,107234,1117733
13,49,1286347,133468,106243,1133208
13,50,1334915,134624,106806,1180855
13,51,1323290,134930,110592,1167382
13,52,1327295,135012,110783,1171778
13,53,1352009,135199,99795,1206766
13,54,1374241,134752,97105,1232025
13,55,1439416,133354,96703,1298301
13,56,1352691,131961,92666,1218657
13,57,1407266,131965,92019,1276918
13,58,1385348,131435,93063,1253805
13,59,1323234,133065,94352,1190116
14,0,1325364,132485,96184,1190491
14,1,1313083,131709,95019,1174148
14,2,1248107,132849,98399,1107152
14,3,1225874,131667,93205,1095383
14,4,1307557,132331,93462,1174355
14,5,1334674,132052,94032,1201869
14,6,1410821,131944,95039,1276565
14,7,1432262,131166,90878,1302610
14,8,1254460,130768,92959,1122660
14,9,1324286,130284,93033,1192666
14,10,1280788,128492,92324,1151011
14,11,1227431,128312,93345,1097383
14,12,1761455,128372,90864,1636992
14,13,3045183,128724,90320,2921624
14,14,3054102,128223,89554,2931091
14,15,3031452,128882,88811,2909754
14,16,3061880,128272,89224,2938777
14,17,3024371,127850,89127,2899672
14,18,2869726,127924,98707,2733583
14,19,3416892,127706,588599,2792470
14,20,3461443,127860,656329,2772487
14,21,3465575,127767,654598,2778125
14,22,3095259,128155,651475,2408892
14,23,1915018,128763,654814,1227752
14,24,1771803,127459,653868,1086097
14,25,1801133,127073,650571,1118516
14,26,1838829,126885,655896,1151327
14,27,1760932,126668,656625,1072817
14,28,1768519,126220,655072,1080739
14,29,1698650,124446,619877,1045117
14,30,1795829,125636,647950,1113121
14,31,1818376,126427,652275,1131195
14,32,1815247,126239,653628,1126924
14,33,1795367,126223,651624,1108808
14,34,1803165,125516,648354,1119401
14,35,1784604,124253,658306,1091709
14,36,1790151,125177,662363,1093518
14,37,1818708,124671,667058,1114817
14,38,1807241,124624,665154,1103201
14,39,1849908,124629,661538,1150889
14,40,1794144,124175,655437,1104358
14,41,1799969,124754,651154,1114332
14,42,1775521,123431,649175,1092483
14,43,1922492,123800,645724,1242167
14,44,1811689,124188,649966,1117025
14,45,1824305,123841,647900,1138867
14,46,1837405,123521,649395,1152588
14,47,1877167,123413,648259,1193801
14,48,1744957,122351,441444,1256285
14,49,1237647,121563,82421,1115957
14,50,1298630,122552,84851,1178791
14,51,1220854,122470,83402,1101762
14,52,1198457,121922,84145,1080510
14,53,1250211,121651,81718,1135137
14,54,1883285,121961,85266,1763412
14,55,1908014,122922,85328,1786571
14,56,1925099,121991,84459,1793809
14,57,1927412,121743,81526,1796430
14,58,1932490,121437,83863,1790233
14,59,1926756,120690,81804,1781781
15,0,1911666,120669,81658,1782534
15,1,1915072,120602,83227,1785101
15,2,1958745,120403,83823,1814948
15,3,1998006,120518,83325,1845643
15,4,2229692,120586,82070,2075090
15,5,1923023,120526,83540,1762412
15,6,1934551,120514,79664,1780768
15,7,2232737,121055,82637,2069341
15,8,2346361,120676,79869,2223030
15,9,2167677,120231,82404,2037847
15,10,2016766,120981,82205,1873137
15,11,1919540,119607,80925,1791321
15,12,1923901,119332,82416,1802159
15,13,1987802,119476,80995,1871166
15,14,1966551,119072,80480,1841025
15,15,2058311,119084,79742,1908968
15,16,2082466,119312,78964,1915379
15,17,1381745,118418,78615,1232717
15,18,1320912,117542,78016,1157696
15,19,1380529,117092,79662,1218485
15,20,1361930,117381,80526,1210999
15,21,1272072,117701,80813,1114766
15,22,1345969,117292,86586,1187657
15,23,1261801,117034,90594,1102027
15,24,1326214,117017,88660,1168564
15,25,1299220,116336,87616,1135482
15,26,1352202,116158,88588,1190162
15,27,1265009,115656,89292,1106958
15,28,1245375,115797,77376,1099784
15,29,1328155,116387,77491,1181415
15,30,1373082,115733,79132,1216912
15,31,1305143,115522,75217,1144029
15,32,1314424,115514,76481,1169247
15,33,1305895,115827,75956,1188914
15,34,1208302,115280,73680,1100571
15,35,1263359,116026,76254,1152648
15,36,1127254,116411,78585,1013689
15,37,1122094,116163,78553,993839
15,38,1165087,115743,76083,1037682
15,39,1095240,115229,76304,968861
15,40,1118729,114932,76152,992620
15,41,1143689,115349,78288,1015015
15,42,1162184,115548,76431,1033932
15,43,1270467,114977,75046,1153446
15,44,1290265,114296,75439,1171373
15,45,1146476,113731,74796,1020862
15,46,1145894,114162,74767,1020545
15,47,1141662,113668,76713,1014399
15,48,1096703,112814,74649,972400
15,49,1102638,113266,74850,975826
15,50,1296755,112649,72207,1163728
15,51,1476969,112002,71459,1346062
15,52,1108198,112217,73842,983911
15,53,1238350,112679,75616,1110301
15,54,1206366,112726,74658,1080219
15,55,1120180,111846,73207,996217
15,56,1266673,112451,72511,1145077
15,57,1352879,112673,73224,1229520
15,58,1165712,111606,72844,1043991
15,59,1110423,112157,74739,985476
16,0,1129824,111462,71966,1009407
16,1,1184840,111265,71446,1067636
16,2,1239175,111892,75379,1114938
16,3,2588495,111620,71412,2468298
16,4,3091009,111616,73819,2969406
16,5,3082789,111520,71594,2964511
16,6,3064109,111119,72649,2944960
16,7,3044808,110687,70749,2928542
16,8,3055251,110651,70456,2939156
16,9,2981067,110125,70289,2864959
16,10,3124602,109907,83535,2995265
16,11,3083397,110062,82284,2956494
16,12,1200458,110530,83638,1070888
16,13,1263289,110577,84383,1131909
16,14,1134212,110509,84369,1003276
16,15,1109799,110897,79579,983778
16,16,1102339,110715,71907,983637
16,17,1136602,110299,71374,1019352
16,18,1085044,109898,70751,968671
16,19,1092157,109735,72033,973846
16,20,1098547,109259,72543,980451
16,21,1101664,109175,71354,984684
16,22,1033298,109326,72530,913920
16,23,1297579,109436,72505,1177412
16,24,1581453,109430,70878,1463350
16,25,1569682,109301,69249,1452548
16,26,1607821,108823,69499,1492126
16,27,1581526,108674,68513,1467344
16,28,1569514,108660,70399,1453544
16,29,1779970,108294,67757,1655975
16,30,1649323,108525,71318,1528587
16,31,1685878,108474,69078,1570188
16,32,1613393,108233,68572,1494043
16,33,1649187,108342,70195,1509388
16,34,1662534,107472,69273,1526378
16,35,1602824,107738,68941,1467646
16,36,1549211,107312,67322,1416444
16,37,1592334,107634,69237,1459094
16,38,1539125,107788,68970,1406502
16,39,1603190,107741,70741,1477061
16,40,1586180,107689,68425,1473207
16,41,1735695,108450,71114,1619826
16,42,1581301,107899,69629,1466462
16,43,1688078,107569,67495,1573632
16,44,1664106,107291,65538,1551485
16,45,1635398,108167,67683,1521957
16,46,1619392,108208,70420,1502564
16,47,1711625,107204,68464,1597303
16,48,1790243,107953,67718,1674448
16,49,1741422,107315,68160,1608711
16,50,1635851,107852,67809,1503705
16,51,1797409,107648,61873,1678895
16,52,1696412,107176,57008,1581918
16,53,1612441,107899,54160,1496151
16,54,1294722,107713,55658,1176833
16,55,1222732,107740,56603,1104442
16,56,1201313,107322,58459,1081866
16,57,1139703,107278,62537,1018351
16,58,1173225,107439,69440,1042295
16,59,1134569,106477,69423,1002362
17,0,1134757,105796,65806,1007785
17,1,1134833,106353,67051,1011227
17,2,1201851,106020,64851,1075189
17,3,1147914,106529,54678,1035790
17,4,1179993,106848,54515,1067030
17,5,1188833,105857,55084,1074577
17,6,1186434,106043,55857,1072109
17,7,1262247,106315,56085,1146501
17,8,1257360,106318,55593,1142668
17,9,1135410,106394,56192,1022737
17,10,1208998,106685,56878,1095126
17,11,1206352,105988,55803,1095859
17,12,1159535,105757,53956,1050685
17,13,1161042,105100,52399,1011266
17,14,1110145,105365,55499,989179
17,15,1107428,105320,55217,994182
17,16,1265667,105659,55154,1154472
17,17,1278501,105641,55892,1172849
17,18,1692870,105352,54625,1591139
17,19,1812716,104885,55738,1707827
17,20,1131318,105364,54100,1028395
17,21,1201214,105402,56058,1096705
17,22,1138357,105586,55012,1038996
17,23,1128254,105897,55354,1025788
17,24,1147987,105922,55960,1044324
17,25,1131064,105783,54595,1028321
17,26,1156415,105154,56545,1050559
17,27,1145239,105577,56546,1040845
17,28,1468010,105296,55594,1343650
17,29,1795257,105411,54566,1661574
17,30,1866607,105036,53678,1754234
17,31,1741423,105204,57638,1622690
17,32,1734305,105114,58083,1624605
17,33,1869498,105159,53790,1764334
17,34,1751110,104708,55600,1638526
17,35,1722034,104323,52286,1602566
17,36,1251980,104775,55873,1130123
17,37,1347395,105000,53255,1213152
17,38,1858697,105226,56524,1722021
17,39,1877201,105345,55432,1740506
17,40,1806196,105169,58170,1699516
17,41,1879800,105168,56856,1751792
17,42,1807330,104597,51205,1675359
17,43,1831935,104517,53855,1693792
17,44,1717533,104669,55122,1577522
17,45,1351526,104803,65510,1196188
17,46,1367299,105608,66865,1226005
17,47,1894265,105077,67124,1694643
17,48,1838495,104651,66408,1671743
17,49,1917447,104622,64504,1761794
17,50,1938266,104483,60744,1785987
17,51,1898624,104742,55106,1748004
17,52,1860072,104991,54274,1711400
17,53,1886412,104513,54854,1737600
17,54,1448664,104820,54891,1298012
17,55,1601462,104825,55858,1451036
17,56,1929877,104697,55393,1780851
17,57,1511893,103818,53912,1367010
17,58,1476400,103371,54381,1329894
17,59,1368762,103273,51633,1226482
18,0,1394983,103385,52366,1269666
18,1,1374493,103565,52621,1242265
18,2,1340065,103528,54578,1205713
18,3,1330944,102771,55014,1193073
18,4,1310371,103024,57207,1168172
18,5,1296824,103108,67803,1160691
18,6,1338514,103438,66257,1203196
18,7,1483584,103738,68908,1345061
18,8,1402384,103147,66620,1265531
18,9,1378499,103157,70571,1236905
18,10,1265689,103369,67865,1126641
18,11,1272487,103528,66426,1133621
18,12,1240687,103439,66493,1102865
18,13,1296308,103292,66290,1160448
18,14,1272362,102862,62624,1137472
18,15,1237926,103598,55411,1112708
18,16,1424923,103604,53364,1300511
18,17,1734563,104249,54155,1611237
18,18,1293023,103538,55160,1168738
18,19,1312977,103326,53666,1187616
18,20,1317586,102901,54468,1192281
18,21,1432494,102664,53569,1308299
18,22,1498528,102710,53287,1374502
18,23,1258027,102191,54397,1132648
18,24,1292564,102335,53644,1166343
18,25,1295954,102022,53879,1171518
18,26,1277260,102201,55109,1153051
18,27,1302701,102219,55380,1180938
18,28,1299425,102145,54742,1181812
18,29,1292280,102128,55372,1172803
18,30,1222410,102276,56560,1101415
18,31,1293450,102641,55514,1173186
18,32,1260786,102059,59409,1131659
18,33,1327626,101671,66688,1184083
18,34,1359750,102006,65563,1208044
18,35,1326910,101782,65556,1171838
18,36,1335122,102360,65460,1184520
18,37,1396058,102058,67169,1233990
18,38,1329474,101977,58361,1172797
18,39,1309514,101111,61187,1140521
18,40,1402975,101101,58117,1247655
18,41,1291483,101377,54516,1150002
18,42,1386408,101253,55566,1260114
18,43,1405582,100530,54405,1281155
18,44,1705059,100624,53065,1580799
18,45,1543551,100475,52219,1413251
18,46,1375828,100326,52244,1245814
18,47,1304286,100456,52130,1174743
18,48,1460732,99877,52196,1329500
18,49,1717339,99866,52340,1587209
18,50,1459915,99747,53605,1332449
18,51,1435934,99552,53541,1322466
18,52,1375704,99569,54228,1258523
18,53,1314243,99501,51674,1181665
18,54,1454687,99254,51848,1338031
18,55,1458316,99511,50848,1344991
18,56,1439572,99246,52770,1316308
18,57,1473246,99088,51432,1357621
18,58,1516970,99751,52686,1408996
18,59,1438835,99438,52186,1326826
19,0,1359974,98937,51718,1249684
19,1,1445324,99388,51984,1334569
19,2,1285686,98666,53938,1172569
19,3,1288608,98443,54048,1180157
19,4,1347884,98046,51492,1195979
19,5,1329424,97980,54405,1170328
19,6,1513253,97586,52798,1355210
19,7,1314359,97030,51911,1155923
19,8,1409832,97061,52422,1253062
19,9,1298655,96685,51392,1141321
19,10,1374157,97020,51747,1218839
19,11,1412792,96842,52467,1274248
19,12,1306615,96906,54649,1203880
19,13,1394310,96560,58046,1288195
19,14,1928913,96411,52971,1826785
19,15,3227745,96368,51064,3125630
19,16,3161399,96170,50932,3060353
19,17,3137867,96481,51019,3038454
19,18,3192345,96105,51234,3093321
19,19,3280769,96255,51372,3181034
19,20,3295566,96064,51922,3195712
19,21,3290944,95834,53633,3189203
19,22,3247452,95987,53164,3147132
19,23,2293345,95989,51068,2190418
19,24,1435371,95741,51481,1331613
19,25,1434154,95350,51371,1333027
19,26,1413536,95774,52739,1306585
19,27,1382255,95675,55499,1263777
19,28,1393038,95355,57347,1251628
19,29,1384865,94402,51169,1251265
19,30,1275441,94489,52184,1182455
19,31,1311072,94792,52771,1207436
19,32,1886019,94608,51756,1770290
19,33,1885925,93963,49810,1799789
19,34,1979360,93922,49612,1894587
19,35,1763011,93883,49899,1677169
19,36,1774482,93774,50533,1688477
19,37,1664725,93912,53426,1575830
19,38,1748640,93744,52739,1661309
19,39,1705840,93545,51445,1619903
19,40,1707896,92976,50914,1623485
19,41,1566724,93508,52253,1481466
19,42,1594753,92918,51213,1510653
19,43,1524152,92727,49119,1439316
19,44,1581945,92402,48832,1498236
19,45,1341648,92315,50053,1260609
19,46,1303690,91756,48897,1224105
19,47,1232066,91726,48588,1153123
19,48,1204100,91663,50746,1123521
19,49,1205551,91013,50259,1124679
19,50,1290351,91607,50075,1209693
19,51,1257010,91055,48882,1178877
19,52,1372945,91243,49025,1293912
19,53,1373859,90918,50964,1277145
19,54,1285874,90565,49577,1185411
19,55,1237063,90987,48568,1131920
19,56,1378819,90845,50120,1274002
19,57,1187270,90437,52447,1080490
19,58,1311747,90318,50426,1202783
19,59,1209929,90172,51623,1102033
20,0,1293315,89634,50799,1194813
20,1,1242352,89707,49955,1145656
20,2,1265827,89555,49996,1168770
20,3,1204105,89278,49653,1105992
20,4,1190858,88568,48223,1094865
20,5,1156155,88367,49551,1058119
20,6,1189843,87946,48805,1092252
20,7,1194142,87575,49028,1089720
20,8,1174437,87645,48653,1077376
20,9,1189384,87112,48323,1092305
20,10,1162031,86847,47778,1066404
20,11,1196839,86992,48346,1101591
20,12,1410987,87250,48013,1315252
20,13,1251707,87472,46985,1155889
20,14,1393316,86923,48019,1297507
20,15,1310231,86371,46635,1215209
20,16,1192506,86602,47896,1097258
20,17,1173380,86405,49543,1075781
20,18,1140009,86387,49880,1034315
20,19,1195494,86258,47759,1062744
20,20,1180853,86377,47081,1085853
20,21,1278860,86165,46734,1184984
20,22,1572627,86036,49272,1476408
20,23,1497001,85645,47481,1400910
20,24,1528701,85244,46988,1434174
20,25,1372659,85148,48814,1275636
20,26,1072501,84985,47850,977053
20,27,1057801,84860,49071,962180
20,28,1128558,84742,48647,1033025
20,29,1131151,84306,48502,1035484
20,30,1092655,84293,45655,999447
20,31,1038232,84092,45797,945399
20,32,1004717,84253,45739,910074
20,33,1027923,84731,46991,932214
20,34,1006470,84232,48362,910566
20,35,1086363,83752,49041,990131
20,36,1125494,83694,47119,1030995
20,37,1109063,84280,47699,1019015
20,38,1258347,84004,47220,1178691
20,39,1174094,83713,46827,1094551
20,40,1117133,83625,46236,1033150
20,41,1173844,83960,47416,1077690
20,42,1161747,83419,46035,1068258
20,43,1259186,83658,47817,1161769
20,44,1266753,83453,49019,1146762
20,45,1251555,83128,47610,1161812
20,46,1274401,82779,47558,1185347
20,47,1181707,82897,46367,1074181
20,48,1936166,82754,48231,1820010
20,49,2430351,83128,48043,2316873
20,50,2360187,82495,46562,2243276
20,51,2161731,82003,45957,2044512
20,52,2178255,82134,47743,2065094
20,53,2183747,81754,45905,2076927
20,54,2244979,81618,47444,2132502
20,55,2192103,81544,47043,2071611
20,56,2346182,81585,45405,2234633
20,57,2321855,81526,45557,2213086
20,58,2300527,81016,46713,2190767
20,59,2221588,81267,46568,2111169
21,0,2258369,80952,46800,2147284
21,1,2260643,80875,47551,2142625
21,2,1933475,80644,47969,1792608
21,3,1081585,80496,46301,943830
21,4,1051983,80577,46203,914963
21,5,1065821,80304,45983,923547
21,6,1056256,79958,48422,937858
21,7,1068386,80439,50426,948488
21,8,1154658,79877,45142,1038693
21,9,1000838,79953,46697,882331
21,10,995557,79667,58201,873963
21,11,1081526,79849,56379,976399
21,12,1056315,79587,57348,940513
21,13,960555,79338,58545,847373
21,14,948302,79175,57885,842067
21,15,957647,78936,58351,851285
21,16,918985,78846,58228,804261
21,17,1001666,78609,59630,892523
21,18,966164,78918,49559,865403
21,19,1134281,78884,46332,1036080
21,20,946107,78881,47834,856510
21,21,976202,78424,45513,876846
21,22,932934,78201,46162,800275
21,23,969299,78138,46184,835738
21,24,914601,78067,46460,780191
21,25,931049,78017,49020,798680
21,26,1015281,78308,45443,884469
21,27,965940,78363,47048,832730
21,28,939041,78220,47892,805064
21,29,972140,77725,48497,832216
21,30,968366,77729,48033,835352
21,31,1079885,77933,46986,947969
21,32,926810,78123,44215,797325
21,33,982448,78128,59761,835277
21,34,1022399,78262,46794,886543
21,35,1184963,77755,66428,1031330
21,36,1143370,77214,85336,970761
21,37,1104620,77233,47544,973583
21,38,1018668,77532,65877,871484
21,39,1062166,77515,65418,914936
21,40,1196976,77362,45149,1069738
21,41,1030514,77320,64357,883183
21,42,1093107,76955,61948,949022
21,43,1125303,77183,63178,979328
21,44,1129229,77129,102450,942955
21,45,1145906,76925,84443,981507
21,46,1023235,76828,67432,908094
21,47,1062004,77083,63596,950618
21,48,1126604,76946,47586,1031468
21,49,1112999,76858,49685,1015167
21,50,1152449,76385,47974,1055788
21,51,1212443,76491,46055,1116409
21,52,1136067,76812,65981,1022992
21,53,1150287,76694,46216,1054123
21,54,1126392,77006,47417,1027988
21,55,1185146,76966,81963,1052779
21,56,1297148,76693,49336,1199193
21,57,1269859,76990,50216,1171995
21,58,1250607,77023,47966,1156113
21,59,1071648,76684,47571,977061
22,0,1062760,76937,47431,968689
22,1,1068865,77007,59046,963932
22,2,987940,76551,47626,894398
22,3,1041708,76077,48661,945473
22,4,997403,76147,48416,902710
22,5,1026604,76251,59216,920285
22,6,975440,76479,46548,871800
22,7,1143455,76223,48113,1016141
22,8,1064061,76619,49006,946769
22,9,1051571,76279,45401,928411
22,10,1032567,76195,46991,940345
22,11,1056204,76948,47372,961816
22,12,1287817,76572,47619,1192548
22,13,1270205,76767,60112,1159509
22,14,908693,76536,48790,810684
22,15,1019681,76250,48169,922722
22,16,973450,76162,58701,867512
22,17,964366,76168,68422,847923
22,18,987212,76289,62147,876202
22,19,1087425,75804,47669,989624
22,20,971575,75741,58135,864481
22,21,968424,75881,65473,853927
22,22,1011803,75656,48263,914499
22,23,1038517,75700,78992,910032
22,24,975756,75925,49386,879190
22,25,1012201,76052,79212,885789
22,26,933288,76156,96955,789591
22,27,977881,76603,47727,884279
22,28,991807,76447,65033,879486
22,29,942441,75994,48972,847420
22,30,954448,75771,75436,833202
22,31,1025274,75998,66794,912554
22,32,1184808,75674,64150,1066668
22,33,1344684,76414,83185,1179423
22,34,1037465,76289,82879,907105
22,35,1094299,76588,83872,963203
22,36,1194319,76536,81190,1067326
22,37,1168863,76634,47907,1071298
22,38,1021820,75805,49609,926528
22,39,1163176,76118,66411,1049947
22,40,1200324,75847,82555,1072222
22,41,1481270,76226,68467,1366161
22,42,1083954,76137,49241,976061
22,43,1037367,76276,49775,923389
22,44,1098987,75857,81466,955696
22,45,1062047,75634,47979,956628
22,46,946683,75603,47343,853932
22,47,1185143,75446,67554,1065583
22,48,1099114,76124,48844,1000423
22,49,1017555,75781,50752,893893
22,50,906746,75653,49037,794018
22,51,960175,75554,79841,833021
22,52,1021595,75851,57064,917238
22,53,1046349,76161,65586,933326
22,54,1106675,76178,71414,981315
22,55,1132815,76404,65016,1009915
22,56,1049336,76334,68662,930879
22,57,988542,76243,66805,875277
22,58,1104661,76463,65886,990617
22,59,1011658,76889,49307,909733
23,0,942156,76534,51221,833181
23,1,1005021,76124,64558,851513
23,2,986152,76837,49606,882670
23,3,925170,76993,57828,813847
23,4,1093999,77459,65132,975312
23,5,2394135,77864,52694,2288220
23,6,2908286,78001,63388,2793650
23,7,2967263,78108,53245,2866601
23,8,2805782,77473,75755,2684635
23,9,2814388,77675,62289,2720443
23,10,2838737,77671,62914,2738969
23,11,2906466,77525,73151,2785514
23,12,2819942,77958,60879,2712418
23,13,2874439,78165,63247,2763100
23,14,1065017,78267,53629,961029
23,15,1044537,78109,53898,938246
23,16,924397,78874,54292,817031
23,17,945253,78471,52544,839777
23,18,1025254,78317,82213,890994
23,19,1271351,77884,49825,1170056
23,20,1139721,79218,67490,1020625
23,21,1012652,78911,53110,908224
23,22,999427,78972,55838,893825
23,23,959309,79446,72967,833885
23,24,909021,79882,72685,783599
23,25,1006868,80690,67107,890102
23,26,928270,80525,83854,796740
23,27,924354,80395,57635,819747
23,28,1053607,80301,83040,923970
23,29,1057051,80408,80328,929246
23,30,1307829,80379,67656,1192837
23,31,1644291,81034,70048,1524299
23,32,1756950,81102,71080,1614084
23,33,1752387,81115,55668,1627507
23,34,1800398,81603,73262,1656713
23,35,1775969,82730,57061,1652733
23,36,1646464,82330,86208,1507627
23,37,1712690,82779,56257,1604924
23,38,1800404,82859,57208,1695727
23,39,1741236,82626,86433,1607691
23,40,1655333,82541,73052,1532930
23,41,1655690,82917,73306,1533463
23,42,1736882,82585,75139,1613059
23,43,1745600,82551,73999,1621445
23,44,1655476,82392,73625,1531667
23,45,1671294,83193,59792,1563019
23,46,1666971,83370,58295,1559855
23,47,1720635,83264,58210,1614386
23,48,1713014,84280,73809,1590859
23,49,1751138,84530,75562,1627099
23,50,1702640,85119,59631,1594574
23,51,1791247,86146,61895,1680675
23,52,1801229,86337,61140,1690795
23,53,1533846,86236,78831,1406248
23,54,962203,87395,59375,853571
23,55,992857,88375,78464,857434
23,56,877477,88409,62789,757170
23,57,947862,89651,81435,817770
23,58,889217,91031,99006,738232
23,59,938531,92243,85140,803774
